"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"DOID:4001","ovarian carcinoma","318/9822","321/10312",0.000113788730727555,0.0131167373238673,0.0118906501391857,"4288/2118/7042/23523/389/581/6794/5594/56648/4780/839/5290/5743/5608/79727/1827/5935/2274/3815/3315/6277/10631/55353/9846/7052/6517/596/2068/5054/10891/1909/1839/6428/6515/2119/90780/55160/3123/4162/207/3485/7508/4790/51447/1956/7133/1490/25875/2896/3265/10642/56946/659/3119/5604/3925/595/2022/4609/3688/4831/11145/5747/53340/857/4194/55898/3791/112939/1019/682/7057/10734/780/1462/7852/5328/7132/5460/10011/3690/2064/4323/8031/4318/8289/4792/182/1432/2523/5970/9099/3838/7422/5728/3486/4313/8837/5469/5564/6714/9212/208/1890/1072/56616/5595/3576/4851/4171/1806/7516/9166/7490/10630/4174/1843/5920/3091/7515/7448/4904/3624/7070/6502/57509/5467/4072/658/6513/1906/1831/7799/92140/2950/4322/1950/290/7421/2492/84991/5893/9097/1234/54984/960/1499/11012/3481/8651/2277/79626/3606/5359/657/3569/836/7298/8835/3685/4854/5591/6623/5934/7507/4193/3206/7178/900/55450/268/2099/540/506/6615/2810/406991/822/3077/4070/1318/2067/5578/8869/1244/7083/7031/3976/864/9354/648/8692/4684/7424/10103/3897/63928/6790/5734/2353/7295/1026/5058/3037/896/1875/23552/672/7076/5584/1591/4282/356/93659/81/4312/5444/4680/10406/10232/3036/2348/941/7471/30848/8856/7015/3816/5653/26085/3596/3814/6356/1485/23532/4914/3283/3284/5268/4321/999/57535/7040/814/650/5463/216/5468/329/7079/2719/1978/1027/2525/7534/3586/2149/11178/874/4087/10023/7849/5047/7039/655/7124/7122/1366/29923/94025/10752/8678/4316/4615/5732/6275/407011/387/4978/8848/8826/332/3373/6362/8647/10418/1803/6495/50943/5244/51741/4646/6774/3117/2919/2071/9518/214/1116/355/5650/983/2100/4830/8841/898/331/1029/9459/51773/22943/6382/7157/5590/2113/675/6416/5243",318
"DOID:657","adenoma","340/9822","344/10312",0.000204640364260637,0.021623665156874,0.0196023927870715,"4288/1734/8788/55422/581/5594/4780/5933/5743/4524/3880/2057/27043/596/6387/3725/10763/1525/2934/6927/1514/207/7508/846/6271/1956/5339/4595/6925/3757/1001/9351/3762/9131/79068/1728/3973/7099/9457/23600/2987/54822/595/4233/3066/4609/3688/5747/4436/11214/10848/3791/1019/1487/6934/7057/239/6751/780/7852/6497/2064/6549/4318/2516/246/1667/63892/4158/6414/11284/1668/2778/1012/2137/7422/4088/176/7148/5914/3486/1508/4313/4548/4292/57817/3855/8323/54361/4953/5052/6817/1030/4255/121227/406955/4361/3753/3576/841/1009/4588/4851/4171/7516/8743/10849/7490/2202/3091/4221/37/1031/7173/5467/7058/4487/6272/6843/3952/3061/6513/5241/7067/3845/1906/2690/2950/412/706/7421/9146/367/960/9962/4582/7080/11318/2879/3082/1994/1499/5076/100507436/6528/1453/9049/3481/8651/4583/1584/2277/2735/574496/3569/836/2984/9611/7517/3593/890/7851/6498/406906/652/3162/4586/7291/6693/5443/4193/84699/8773/4486/2099/4923/406991/5122/2688/2878/4118/4760/4922/326340/5154/196/7296/8554/4969/7031/160728/1594/5111/1902/2264/4684/7424/7161/3623/324/79577/10647/2487/843/9076/1026/406952/6804/9133/6423/51738/2877/2944/896/672/2052/8797/1113/573/2475/4282/1789/356/623/4312/9963/27035/5449/51083/1082/2692/768/887/2693/8200/6754/83998/3062/1813/5651/6755/3360/7015/6469/1671/9075/23620/190/2172/7201/1585/1630/3284/574479/3630/999/1495/7040/5156/6752/5468/2247/442916/4629/2719/1027/3482/3572/6616/10590/6624/1081/3586/3953/3290/4087/7849/1301/5324/133/50940/3756/5925/1366/4314/247/126/55384/8626/4316/6550/240/29106/673/1811/3291/6286/406956/3159/7253/332/64759/1543/4843/1803/10/1045/8536/3964/4311/54894/217/11197/1733/4968/6774/5742/4826/574450/9518/388585/355/1401/2100/4830/1385/7153/8091/5245/1029/1191/7157/1510/4897/5581/9232/5175/5243/5979/4133",340
"DOID:3454","brain infarction","219/9822","220/10312",0.000242356687141172,0.0236390984073081,0.0214294333893246,"5074/3026/3949/581/5594/4780/839/7873/8883/4524/10452/27429/1958/1788/596/5054/10763/4023/9734/301/4137/3308/4790/2597/6558/2074/56963/29924/10014/5627/9131/1728/7099/5159/8505/664/5176/942/59272/142/23394/7132/328/4318/9759/4792/8529/5970/2053/7422/2908/627/3486/842/1508/57817/5270/6347/5155/11315/80273/5595/7056/407029/4804/1959/3091/6647/6158/4217/54210/4072/3575/3084/5803/2168/5583/4846/6513/2932/84329/23373/199/241/4192/6833/4982/494332/3082/2668/3627/3481/3651/3606/63827/3569/836/1636/3931/4353/3162/6915/23237/9370/203/6649/1392/406991/10135/3680/6608/177/213/1961/4684/3250/187/815/23405/9388/2153/2/3037/51738/2944/718/710/6529/5144/3176/2152/351/3783/132/2475/125/5582/5444/6098/4504/3957/4099/1440/116519/3565/3567/2693/4852/6590/2056/7941/339479/6469/3596/2833/1991/4018/4440/7040/407008/665/5156/2902/7431/23411/2247/406901/958/1471/3662/3146/9892/1965/348/3383/64127/2169/572/2147/7124/133/7122/3553/163/283/361/8678/7054/774/5327/8655/7378/3557/183/2161/1543/4843/2155/2048/134/3075/317/217/4968/8772/3117/6548/3240/10267/1401/6916/1571/3600/2244/338/4049/5029/4133/350",219
"DOID:0060100","musculoskeletal system cancer","460/9822","468/10312",0.000310062742557275,0.0280828255401875,0.0254577830731237,"4288/1756/581/4060/2131/5594/3673/7046/4616/2956/5743/4524/28985/2042/10210/6198/9353/1958/1649/3815/3315/6277/3621/596/598/2066/2068/6387/3725/10763/27236/1969/27122/701/9141/6442/5315/7528/3728/4254/3615/1836/54751/27063/10413/4162/207/3308/1398/4790/3489/2335/6662/84033/23705/1956/55893/1490/3479/90993/7088/2896/3265/1000/1001/6130/2547/2670/6597/7045/2120/406989/4267/5604/5159/988/6591/1139/595/4233/1947/10370/5829/302/7177/4609/3688/3956/5176/5747/4436/857/5294/10855/3791/1019/2132/5361/780/5599/7852/6696/5328/7132/55037/2263/2947/56888/3690/2064/55665/8842/328/29072/947/4318/1050/9759/3480/1634/3371/5329/9513/1432/5781/56034/928/1513/5970/64764/55527/22837/7422/5728/8087/10121/8850/948/10432/5914/3486/4856/1508/4313/8314/11200/4292/867/57007/11186/10397/7917/5155/285/5727/5923/800/6714/79774/8013/5325/100133941/284/2201/1030/7001/5605/5093/2313/10555/80012/5595/219541/3576/841/1009/4851/968/84328/7490/545/51094/10630/1277/1843/6850/3091/2271/445/2197/3624/9961/6352/3028/10673/3679/4067/23380/4217/2200/8148/55272/998/2321/9149/3575/1647/5915/3397/6513/3845/7799/2146/8932/4045/2950/5008/4322/8202/3559/406904/7421/367/8840/960/4582/4982/5716/3082/1499/5076/8792/100507436/3481/2224/2735/824/3569/836/860/4656/5787/3611/652/3685/2078/472/2308/4277/9401/10252/4193/5228/900/2099/8434/2512/308/79058/3958/23566/8648/6615/4035/4089/6862/11334/7030/9184/4771/2837/2067/6608/4922/5154/5578/1435/158471/407021/65059/9590/177/6496/5081/2660/7341/30008/5580/648/57125/1902/4363/1003/3691/7161/815/6760/1457/1026/790/3398/3037/2130/2944/5077/23059/7514/672/7076/2152/5584/7430/7980/7415/2475/10342/7184/4613/10158/5582/51588/6657/6373/26287/4312/1215/79444/5020/10232/2348/3565/4759/8600/6756/50616/4654/269/8856/5741/7545/5745/5731/3549/7015/3562/4543/7480/9241/23532/2833/6757/632/1280/1999/999/7040/4920/3417/650/1111/5156/8878/5468/4507/2247/6573/1942/1576/2549/1027/7114/3482/3516/26039/6624/406947/4071/2149/8140/406913/4087/3383/885/2169/7124/55818/3553/6297/7403/1945/5925/163/693209/1366/4314/8795/3676/9332/6598/55294/7474/6275/407006/3105/4869/347/57099/332/1869/5338/5079/10644/637/22803/2521/407007/6495/1368/2260/9112/604/59/10863/1719/51741/11197/26354/823/6774/6654/1776/8738/1116/7150/355/2100/7153/2261/898/8091/5245/1029/10346/3827/22943/7157/10643/5168/6302/675/4085/6416/2580/2332/79602/5243/54540/9968/9002/3459",460
"DOID:0080015","physical disorder","323/9822","327/10312",0.000395553330668271,0.0323968198428069,0.0293685267045867,"7043/284403/1586/1021/60386/5396/5649/145282/4524/93/132884/54517/9353/387119/3815/5218/9589/2009/7109/84128/6491/53615/23005/124997/2562/4204/79023/26053/375/4131/5080/1956/23556/1490/3479/11124/92749/7353/57539/84790/6307/55755/2246/4774/55835/3912/5819/2804/57647/57545/80173/3714/27443/2255/23322/23265/7704/5337/23291/6696/2263/1605/114876/1946/84700/328/4091/162/3480/9928/7020/2516/23384/55780/10564/5991/833/56034/93986/2288/51645/11284/8241/80199/29954/81788/1859/23431/4627/23770/9377/5264/4548/89891/55902/22995/8543/6347/1911/284086/9496/5727/9/4957/5325/57045/80114/4361/3239/23327/4851/3664/63925/23314/51807/6949/2737/7278/10735/8701/6383/57216/4488/80055/5256/23001/5689/11113/9662/84823/4487/7048/25790/4846/6513/55500/55262/7846/54968/9276/6259/6045/4281/367/1120/585/10300/374654/100507436/2619/5048/3481/1767/317751/3209/2735/148345/2317/7546/7050/652/9915/10376/170302/283120/8313/51070/4040/1119/10046/467/2099/1442/4035/118856/6862/54903/4036/25902/6901/392255/8724/1282/2736/832/6997/6496/5081/7547/7277/139189/7341/9918/23198/259266/55351/406932/346171/164781/79363/5128/81839/60529/2944/2253/5077/2316/57560/23499/672/1062/10084/6909/1781/4522/1641/79659/163786/80184/352909/64324/4617/2657/125336/1592/3483/1748/50945/27019/55997/65061/2886/653275/4838/8928/8320/6469/146845/220136/2304/9241/9573/3284/1280/339829/3207/999/5125/4920/1111/4222/6573/55777/79648/28514/5129/112714/137392/2290/348/1020/10585/1954/2121/7039/1301/5324/23019/655/4552/64327/6948/203286/55165/55329/168507/54862/8626/339804/2885/9585/2571/23397/5818/55521/5338/55130/1543/4843/113457/2260/341640/6125/1583/23512/54820/57082/118/6716/27031/203068/4842/2100/23141/4232/8091/84879/8379/221322/55624/55224/10643/6715/50937/1302/4085/23310/160418/338/91147/27341/55079/4001",323
"DOID:1074","kidney failure","355/9822","360/10312",0.000426112376085248,0.0323968198428069,0.0293685267045867,"4878/4879/26762/581/5311/1281/4780/5743/4524/210/4151/1649/10631/2057/596/598/178/205/5054/10891/10763/3303/558/1839/4023/55669/10560/8639/301/4162/135/846/2335/4714/1956/7037/7133/10014/5627/1728/7099/1889/4868/595/4233/522/3312/10159/664/4609/5176/5747/1286/2213/9657/142/6348/552/6696/5328/7132/6721/3690/1577/112399/3480/5329/3643/2806/5730/1376/4976/5970/7422/23560/5728/7301/2908/4627/7498/2811/6314/4313/1610/8516/7225/57817/23175/6347/54361/285/9/353189/1285/1536/3164/7056/873/1312/51094/54675/1277/2936/3091/2628/148/6352/146/3934/5126/51024/6521/10461/3952/4867/2168/4846/6513/100/1906/7450/2950/1950/9365/38/23607/367/6280/1234/6928/729/4982/3082/5076/8074/3606/3569/6569/860/113235/6582/3251/1636/56606/4973/3931/4353/8714/3162/9817/6915/2034/5228/9370/3684/6464/345/2099/149461/6279/3958/1392/624/154/4036/10911/7827/10135/2688/2837/2067/1435/56729/5465/9590/6557/1244/1395/177/213/2660/186/6720/1594/3250/6553/4803/4493/3897/6301/5734/1026/2153/4502/4494/3667/51738/2944/249/718/8694/567/1113/2152/2646/2475/5624/6359/959/623/26291/5251/4312/7066/5444/2981/10232/1562/3565/3552/8600/941/2056/27283/51458/5972/90226/1393/7941/7356/1813/5741/130013/5745/50604/1493/7349/7015/6469/4153/145264/3816/8435/4490/6580/9241/1812/116085/9356/4496/54106/632/4319/7040/5468/7097/23411/6573/3280/7010/1027/383/958/1471/3572/3990/3586/3953/5167/348/6401/3383/3570/4489/2169/7039/572/2147/11093/655/3689/4880/7124/384/3553/5925/3156/27130/1644/4314/462/203286/8678/1361/9332/7054/240/10544/259/1558/5327/2739/3557/183/1287/1543/4843/10/81494/3075/3579/3184/118/217/55328/5806/54583/823/6548/337/4842/5724/3240/355/147/1401/6402/8841/335/1191/1571/847/5820/57619/1535/344/2671/7035/340024/84649/80704/7412/3577/834/185/10059/2244/7351/3385/338/79602/10525/5243/629/2243",355
"DOID:0060085","organ system benign neoplasm","419/9822","426/10312",0.000434342221867285,0.0323968198428069,0.0293685267045867,"7043/1586/4288/5594/94/3673/6392/5933/5290/5743/4524/1051/7532/10498/6391/1958/10016/3815/6277/6389/596/4000/598/2068/5054/1743/6387/3725/10763/23112/7486/1269/4059/6927/6390/8874/1839/7274/8682/6439/5315/79960/3728/685/4254/6209/1289/301/10413/4162/207/3308/4015/32/4790/5629/280636/1293/6271/23705/1028/1956/871/4585/3479/3265/2547/2670/6597/1728/3973/5604/5159/23600/5429/118429/595/4233/10466/6282/23095/3912/302/2022/3688/5747/857/3791/682/5361/5599/1462/6696/7132/5879/2263/2064/4323/8402/947/4318/5606/3480/7477/5329/2516/84787/5781/1513/5970/63892/8462/4158/23258/6414/22837/7422/388/10121/627/8829/56937/7148/3486/4313/201163/57007/11186/10397/6493/5155/358/5921/5052/5727/6714/55654/5325/653/284/1890/79187/1030/4255/5605/6009/5595/4851/4171/7490/1312/1277/3091/2271/7515/7448/4221/6647/3624/3028/3934/2324/114112/6502/7173/2321/4072/6843/3952/4673/6513/7428/5241/7249/29882/80351/7846/3845/1906/2146/10371/7450/23318/2950/5008/4322/2697/8216/3559/2252/9146/367/5740/288/960/4582/7080/3082/1499/811/5076/4149/2668/6528/3481/1584/3569/929/2972/4353/4327/4656/3881/890/652/4854/4586/283120/3014/5947/5934/8313/2034/4193/1119/894/8773/9370/9073/4486/4093/2099/540/54790/79915/3958/6364/4089/4103/624/406991/5021/11334/2878/83394/6570/4771/429/10663/4922/5154/59350/6997/1435/1740/3292/9258/55135/213/7031/430/5111/9536/995/4684/5566/3250/5961/7424/3623/324/5291/3897/23405/6301/2353/7295/1026/2153/6804/2/2130/2877/2944/896/23592/23082/3190/672/1113/7430/6405/1591/653509/2475/356/54845/10158/6657/651/26287/79444/10232/6361/768/2798/3558/339/3565/8200/6462/6278/7476/7015/4153/1014/190/1585/1755/391104/3886/131920/4102/3630/4321/1280/4319/7040/650/4668/5156/4507/7097/7010/1027/6616/6624/4071/3586/55829/9314/406913/11146/7849/55/7039/5324/54949/51272/133/3553/5925/1366/9048/4314/8626/6598/4316/673/1588/3291/6286/6622/405/5327/3105/6571/57099/332/58191/5079/6530/4843/2192/407009/6495/6514/2260/794/994/2069/4311/112398/8991/118/406881/1503/5894/57001/1268/6774/2919/51004/4855/3240/355/7345/1401/22928/2100/4830/1385/7153/8091/6288/1029/1191/1571/945/7157/185/5581/9232/229/7276/5175/338/5979/4133",419
"DOID:2316","brain ischemia","314/9822","318/10312",0.000558280532663909,0.0379293713608967,0.0343839229006302,"4671/5074/4878/4879/581/94/839/104/5743/9507/831/27429/80824/1649/3315/1627/23645/6331/2057/596/4000/598/5054/6387/10763/53615/4204/953/8567/301/4137/1514/207/406971/65268/4790/5080/6558/1808/23467/4899/2074/3479/7082/9131/1728/6547/9927/7099/3313/2246/10370/55607/2674/3312/7832/1848/664/5176/840/857/3791/142/5599/6546/5328/7132/3690/4323/328/4318/1050/1515/3480/246/6194/3064/4976/25942/6376/2030/7422/5728/2908/3274/4338/90411/842/2811/1508/4313/84867/7225/1386/867/286/6347/285/1390/2805/10399/6714/51719/65266/3304/4155/287/284/7073/1464/841/4804/3551/2936/1843/3091/7515/10133/6647/3182/3181/3309/3934/27018/4217/6446/50848/5764/4846/688/1906/4152/4763/8932/7450/1677/4322/2697/2745/199/5567/5740/1234/4192/1994/3627/8651/4052/3606/836/84557/9361/3162/4056/27113/3014/8313/4193/65125/1119/5228/3776/54207/2099/506/3717/3958/1392/6364/10135/4988/2067/5578/5783/654/3297/9590/177/3976/343/6543/5111/5580/1902/5566/246213/4493/1621/11184/815/5734/1524/2153/3716/5058/2021/4502/4494/58157/718/6529/5144/8726/4891/3605/51548/55512/356/51083/4504/57084/1440/10804/2693/8858/2056/7432/1813/362/7015/4490/5617/1991/4496/4440/7040/407008/3766/23621/3654/5468/51135/7072/7010/4191/2746/1471/3572/406947/1965/3586/2149/2002/7226/6505/348/6401/1020/3383/4489/100529063/572/2147/7124/360/3553/2638/3708/361/4747/1439/8678/4744/84868/2033/7054/240/5321/6285/5327/599/3557/2185/183/23028/2747/1235/2161/9378/2260/7529/317/2539/4968/8772/1075/6774/902/5742/4842/5724/4602/1356/355/9510/1401/2100/1385/1191/847/7035/4741/185/57030/7276/7351/56947/6416/2332/8165/5243/5979/4133/2243",314
"DOID:8398","osteoarthritis","241/9822","243/10312",0.000568342315344666,0.0379293713608967,0.0343839229006302,"1734/581/5594/6367/7046/5743/9507/2274/1958/8751/26959/596/8793/23143/598/5054/6387/1233/1269/9612/4790/2335/6662/7077/7133/3479/23213/5770/9572/5033/5295/114548/6282/2022/7177/11096/857/10855/801/1410/4921/6696/5328/2212/4318/3480/7538/1311/246/5730/182/1432/7130/2358/7422/388/4150/7855/54829/4088/948/176/3486/842/1508/4313/7128/5307/7917/7049/653/5595/378938/3576/25824/4851/64750/8743/3551/1277/3091/219699/6352/3309/3934/4317/6385/8483/7048/2321/407040/3952/6513/8633/8974/1906/64399/2690/55603/55325/4322/3135/9365/7421/8840/8838/4982/1994/3481/796/140766/657/3569/836/1636/3593/652/3162/2078/5443/2191/2034/2050/9370/3684/7442/2099/8125/6869/6364/3077/10135/2688/9641/8038/5184/101/5654/6366/222236/177/9536/30008/5580/1902/57761/2487/5734/8797/567/3605/1113/54715/573/356/919/4312/5444/6863/51314/3567/3552/8600/8200/2922/6846/3549/6356/1735/3447/632/3630/1280/1999/7040/650/3065/7123/1297/5468/7431/23411/7072/7079/406938/1948/8794/1298/4094/3146/3586/5167/3570/1301/8740/572/655/3689/7124/3553/4148/4314/3574/8795/8678/1588/5321/1520/4041/10563/3557/805/1235/10418/4843/2260/963/6399/1268/54206/388585/1116/355/1401/2100/3554/335/1029/1535/3566/22943/5590/10216/7167/55959/5175/338/23569/30818/5265/538",241
"DOID:3526","cerebral infarction","199/9822","200/10312",0.000599277018975691,0.0379941630030588,0.0344426581432345,"5074/3026/3949/581/5594/4780/839/7873/8883/4524/10452/27429/1958/1788/596/5054/4023/9734/301/4137/3308/4790/2597/6558/2074/56963/29924/10014/5627/9131/1728/7099/5159/664/5176/942/59272/142/7132/328/4318/9759/4792/8529/5970/2053/7422/2908/627/3486/842/57817/5270/11315/80273/5595/7056/407029/4804/1959/3091/6647/6158/4217/54210/4072/3575/3084/5803/2168/5583/4846/6513/2932/84329/23373/241/4192/6833/4982/494332/3082/2668/3627/3651/3606/63827/3569/836/1636/3931/3162/6915/23237/203/6649/1392/406991/10135/3680/6608/177/213/1961/4684/3250/815/23405/9388/2153/2/3037/51738/2944/718/710/6529/5144/2152/351/3783/2475/125/5582/5444/6098/4504/3957/4099/1440/116519/3565/3567/2693/4852/6590/2056/7941/339479/6469/3596/2833/1991/4018/7040/407008/665/5156/2902/7431/23411/2247/406901/1471/3662/3146/9892/1965/348/3383/64127/2169/572/2147/7124/7122/3553/163/283/361/8678/7054/774/5327/8655/7378/3557/183/2161/1543/4843/2155/2048/134/317/4968/8772/6548/3240/10267/1401/6916/1571/2244/338/4049/5029/4133/350",199
"DOID:0080006","bone development disease","237/9822","239/10312",0.000672418986924761,0.0403425597807473,0.0365715385028857,"7042/200734/5594/7046/9786/4524/5872/1051/54928/3339/132884/4796/10060/5310/4750/5116/4054/23169/3764/25839/4038/23066/3725/3977/5573/649/1836/7140/153241/2921/1278/2335/6662/5034/4621/871/3479/90993/57539/285590/6023/11127/1947/55151/23233/2804/51776/5176/10491/6678/5196/4882/4921/79809/2263/6497/3835/4091/3480/633/1311/11014/113189/55112/5781/1513/9469/25871/112752/6424/23770/176/10312/80144/28981/126792/83452/6664/51715/6134/1386/89891/5307/9496/81847/2254/7169/6911/57728/2273/6137/8720/3239/3576/755/3664/6473/2077/2737/1277/64175/51098/60681/1022/4488/6474/2200/27241/658/5479/10940/5447/3845/51025/23184/1404/55603/4322/2697/92002/7421/9060/2879/8838/1499/8792/2535/7227/860/2317/54808/7291/9401/8313/9851/5331/4745/124583/4218/4089/392255/100151683/10683/59341/1594/3236/10890/54187/10082/3955/5473/1300/121340/406932/6885/56603/1750/50485/60529/9719/249/2316/23426/57560/5144/2052/140801/55512/79659/5593/1299/1749/7471/8200/7545/7476/5745/3549/6469/7480/3238/9241/145873/134701/387733/632/1280/8823/7040/4920/117581/650/5156/1297/4507/51762/51626/2920/1298/26160/6938/84667/57688/1954/9871/2121/1301/10597/255758/56916/64327/120227/4148/92/8626/9321/166929/10262/5130/1543/10/2260/6399/79879/27152/5744/9742/51360/2919/2261/1436/51430/25885/6374/64131/1302/5979",237
"DOID:2349","arteriosclerosis","404/9822","411/10312",0.000725995052341072,0.0403425597807473,0.0365715385028857,"4878/4879/3026/3949/581/4780/51330/3673/5743/4524/9507/11132/91543/3339/8490/4256/1958/8751/3315/10290/4000/22933/5054/10891/6387/10365/1593/65997/3303/2701/6927/1839/3693/4023/8639/55911/9235/4162/207/4015/4790/846/2335/8718/9446/128240/1028/3479/6532/10014/2896/9572/7099/1889/5136/4055/114548/4233/950/3646/4726/6489/90952/4831/3956/942/857/3791/5196/966/682/59272/9021/1284/3039/406992/6696/5328/7132/578/6721/3690/6093/4323/2212/4318/3480/3371/5069/5329/246/5730/8742/54809/56034/5970/2053/6376/1012/7422/114882/7301/7139/7498/948/3329/3486/1508/4313/6347/9619/5155/285/4547/4069/83464/1030/1363/2621/8743/7056/4804/57142/6647/6352/255738/3679/4317/10461/83700/7048/3575/3084/3952/4846/6283/1906/7450/54345/2950/4322/1950/9365/199/706/27433/3559/38/54658/367/6280/1234/241/5360/4481/57016/4982/3082/1994/8074/23022/8651/3606/3569/836/929/1636/4973/3931/4353/8398/102/3685/6868/3162/4056/215/2784/27113/2034/4193/4040/5228/9370/345/2099/8754/6279/1910/3717/771/4035/154/406991/822/10911/3053/10135/5478/2837/5184/101/4332/196/7391/1435/56729/5465/177/213/186/80332/8399/64241/9536/407019/3250/4803/57761/5687/9388/5734/7295/1524/2153/3037/51738/58157/249/718/5144/406919/567/3605/2152/5624/64240/4282/356/820/959/6037/26291/3458/4312/7066/5444/27035/8993/1071/50487/3957/218/7350/116519/3820/3552/8600/4852/90226/7941/5741/339479/50604/7015/4153/1557/145264/3816/5617/1585/84842/2833/1991/4018/3630/4321/6368/999/2357/7040/407008/5045/231/5468/7097/7431/29851/23411/406938/958/1471/3572/3990/6319/3146/7534/406947/3586/2875/3953/55829/348/6401/3383/257313/572/2147/10313/4880/7124/133/384/3553/3156/9966/4314/57552/3183/6403/6095/1361/9332/240/1588/1520/7753/7474/5327/8764/387/341/5445/3557/183/7494/10062/58191/2161/1118/760/123/2155/325/197/10/50943/3991/3075/3579/59/5320/118/217/10728/5806/7292/1268/823/2919/337/5446/1559/4855/3240/1116/10267/80310/355/406942/1401/2100/335/6916/729230/6288/1029/2309/1191/847/1535/7035/3600/7157/5590/7412/185/19/7351/5598/2162/5175/949/1374/338/4049/5029/79602/64805/2214/5265/2678/350/3459",404
"DOID:0080639","bone sarcoma","272/9822","275/10312",0.000731765674256458,0.0403425597807473,0.0365715385028857,"4288/581/4060/2131/5594/3673/7046/4616/2956/5743/4524/10210/6198/1958/3815/6277/3621/596/598/2066/2068/6387/3725/1969/27122/9141/7528/3615/207/3308/4790/2335/6662/1956/55893/1490/3479/1000/6130/7045/2120/4267/988/4233/1947/10370/5829/302/3688/5176/5747/4436/857/5294/3791/1019/2132/780/5599/7852/6696/55037/2263/2947/3690/2064/55665/328/4318/9759/1634/3371/1432/928/5970/7422/948/10432/5914/3486/4856/1508/4313/11200/867/10397/7917/5727/5923/8013/5325/100133941/1030/7001/5605/10555/80012/5595/219541/3576/841/1009/4851/84328/7490/545/51094/10630/1277/1843/6850/3091/445/2197/3624/9961/6352/3028/23380/4217/2200/8148/55272/9149/1647/6513/7799/2146/4045/2950/5008/4322/7421/8840/960/4982/5716/3082/1499/8792/100507436/3481/2224/3569/836/860/5787/3685/472/4277/9401/4193/5228/2099/8434/2512/308/23566/4089/9184/4771/2067/6608/5154/5578/65059/9590/6496/7341/30008/5580/648/57125/1902/1003/3691/7161/815/1026/3037/2130/2944/23059/7514/7076/5584/7430/7415/2475/10342/7184/5582/4312/79444/5020/2348/8600/8856/5741/5745/5731/3549/7015/3562/4543/7480/23532/632/1280/4920/3417/650/1111/5156/8878/5468/4507/2247/6573/1942/1576/1027/7114/3482/2149/4087/7124/1945/5925/693209/4314/8795/3676/55294/7474/6275/3105/4869/1869/637/6495/9112/604/59/10863/1719/51741/11197/26354/6774/1776/8738/1116/7150/355/2100/2261/898/5245/1029/10346/3827/22943/7157/10643/675/4085/6416/2580/79602/5243/9002",272
"DOID:302","substance abuse","229/9822","231/10312",0.000939672364659407,0.0446477154580732,0.0404742696996646,"3763/3995/51780/8193/9455/6603/8110/8491/5293/57492/65980/55274/6812/1387/6602/2065/7404/2066/478/1269/477/54933/6262/26053/5507/1514/207/406971/9446/1956/107/23550/6263/79660/128/6532/1140/6597/10765/406989/988/6142/3066/25792/6599/1487/6001/10497/5879/9064/9454/1138/25932/2064/440279/4318/1515/8289/3778/10000/86/27345/7434/627/4313/2696/6470/55902/285/5921/54961/5977/208/284/140679/9415/1072/5927/4851/29117/1312/79697/480/407029/4174/1141/5568/5126/4217/57666/5997/1143/5583/11183/3845/5865/290/5567/23362/6261/1499/4720/117/162494/4853/5170/6688/23025/1142/11034/54869/4854/406966/10189/4889/119391/1134/51129/2904/8973/6604/1136/5723/1392/54102/7433/6570/64787/1137/2067/5179/5578/6531/1144/23524/5566/116444/5291/9456/1621/2572/9177/6472/11184/115827/5864/2844/1135/4128/64319/157855/7166/51378/1193/125/5582/1145/9028/2692/4852/3363/1813/1814/9607/5881/255239/257101/1146/100129053/83854/389840/165082/57578/476/3992/2902/23411/55806/2740/3516/11230/23081/1488/54434/2834/5871/221037/3172/55818/4987/8284/7403/5999/9293/126/6601/3356/2033/51412/2571/6622/6571/8242/5662/84249/7018/10521/100137047/382/3075/9545/23135/217/10550/2555/196528/6595/1571/85464/6480/55869/5581/2059/338/5880/5579/27329/6813/5265",229
